date_sk,date_utc,year_number,quarter_number,month_number,month_name,day_of_month,day_of_week_number,day_of_week_name,week_start_date,week_end_date,month_start_date,month_end_date,quarter_start_date,quarter_end_date,year_start_date,year_end_date,days_ago,weeks_ago,months_ago,years_ago,is_today,is_yesterday,is_past,is_future,is_current_week,is_last_week,is_current_month,is_last_month,is_current_year,is_last_year,is_weekend,is_weekday
20270902,2027-09-02,2027,3,9,September,2,5,Thursday,2027-08-29,2027-09-04,2027-09-01,2027-09-30,2027-07-01,2027-09-30,2027-01-01,2027-12-31,-364,-52,-12,-1,false,false,false,true,false,false,false,false,false,false,false,true
20270901,2027-09-01,2027,3,9,September,1,4,Wednesday,2027-08-29,2027-09-04,2027-09-01,2027-09-30,2027-07-01,2027-09-30,2027-01-01,2027-12-31,-363,-52,-12,-1,false,false,false,true,false,false,false,false,false,false,false,true
20270903,2027-09-03,2027,3,9,September,3,6,Friday,2027-08-29,2027-09-04,2027-09-01,2027-09-30,2027-07-01,2027-09-30,2027-01-01,2027-12-31,-365,-52,-12,-1,false,false,false,true,false,false,false,false,false,false,false,true
20150111,2015-01-11,2015,1,1,January,11,1,Sunday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4253,607,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150124,2015-01-24,2015,1,1,January,24,7,Saturday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4240,606,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150128,2015-01-28,2015,1,1,January,28,4,Wednesday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4236,605,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150126,2015-01-26,2015,1,1,January,26,2,Monday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4238,605,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150131,2015-01-31,2015,1,1,January,31,7,Saturday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4233,605,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150109,2015-01-09,2015,1,1,January,9,6,Friday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4255,608,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150117,2015-01-17,2015,1,1,January,17,7,Saturday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4247,607,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150106,2015-01-06,2015,1,1,January,6,3,Tuesday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4258,608,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150114,2015-01-14,2015,1,1,January,14,4,Wednesday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4250,607,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150102,2015-01-02,2015,1,1,January,2,6,Friday,2014-12-28,2015-01-03,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4262,609,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150108,2015-01-08,2015,1,1,January,8,5,Thursday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4256,608,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150121,2015-01-21,2015,1,1,January,21,4,Wednesday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4243,606,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150110,2015-01-10,2015,1,1,January,10,7,Saturday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4254,608,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150120,2015-01-20,2015,1,1,January,20,3,Tuesday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4244,606,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150101,2015-01-01,2015,1,1,January,1,5,Thursday,2014-12-28,2015-01-03,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4263,609,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150118,2015-01-18,2015,1,1,January,18,1,Sunday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4246,606,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150123,2015-01-23,2015,1,1,January,23,6,Friday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4241,606,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150103,2015-01-03,2015,1,1,January,3,7,Saturday,2014-12-28,2015-01-03,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4261,609,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150107,2015-01-07,2015,1,1,January,7,4,Wednesday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4257,608,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150127,2015-01-27,2015,1,1,January,27,3,Tuesday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4237,605,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150122,2015-01-22,2015,1,1,January,22,5,Thursday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4242,606,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150105,2015-01-05,2015,1,1,January,5,2,Monday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4259,608,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150115,2015-01-15,2015,1,1,January,15,5,Thursday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4249,607,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150104,2015-01-04,2015,1,1,January,4,1,Sunday,2015-01-04,2015-01-10,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4260,608,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150129,2015-01-29,2015,1,1,January,29,5,Thursday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4235,605,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150119,2015-01-19,2015,1,1,January,19,2,Monday,2015-01-18,2015-01-24,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4245,606,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150113,2015-01-13,2015,1,1,January,13,3,Tuesday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4251,607,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150125,2015-01-25,2015,1,1,January,25,1,Sunday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4239,605,140,11,false,false,true,false,false,false,false,false,false,false,true,false
20150116,2015-01-16,2015,1,1,January,16,6,Friday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4248,607,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150112,2015-01-12,2015,1,1,January,12,2,Monday,2015-01-11,2015-01-17,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4252,607,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150130,2015-01-30,2015,1,1,January,30,6,Friday,2015-01-25,2015-01-31,2015-01-01,2015-01-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4234,605,140,11,false,false,true,false,false,false,false,false,false,false,false,true
20150214,2015-02-14,2015,1,2,February,14,7,Saturday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4219,603,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150228,2015-02-28,2015,1,2,February,28,7,Saturday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4205,601,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150211,2015-02-11,2015,1,2,February,11,4,Wednesday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4222,603,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150213,2015-02-13,2015,1,2,February,13,6,Friday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4220,603,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150225,2015-02-25,2015,1,2,February,25,4,Wednesday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4208,601,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150210,2015-02-10,2015,1,2,February,10,3,Tuesday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4223,603,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150206,2015-02-06,2015,1,2,February,6,6,Friday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4227,604,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150219,2015-02-19,2015,1,2,February,19,5,Thursday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4214,602,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150209,2015-02-09,2015,1,2,February,9,2,Monday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4224,603,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150217,2015-02-17,2015,1,2,February,17,3,Tuesday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4216,602,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150204,2015-02-04,2015,1,2,February,4,4,Wednesday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4229,604,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150215,2015-02-15,2015,1,2,February,15,1,Sunday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4218,602,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150220,2015-02-20,2015,1,2,February,20,6,Friday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4213,602,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150224,2015-02-24,2015,1,2,February,24,3,Tuesday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4209,601,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150201,2015-02-01,2015,1,2,February,1,1,Sunday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4232,604,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150202,2015-02-02,2015,1,2,February,2,2,Monday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4231,604,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150207,2015-02-07,2015,1,2,February,7,7,Saturday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4226,604,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150205,2015-02-05,2015,1,2,February,5,5,Thursday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4228,604,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150226,2015-02-26,2015,1,2,February,26,5,Thursday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4207,601,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150208,2015-02-08,2015,1,2,February,8,1,Sunday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4225,603,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150203,2015-02-03,2015,1,2,February,3,3,Tuesday,2015-02-01,2015-02-07,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4230,604,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150222,2015-02-22,2015,1,2,February,22,1,Sunday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4211,601,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150221,2015-02-21,2015,1,2,February,21,7,Saturday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4212,602,139,11,false,false,true,false,false,false,false,false,false,false,true,false
20150212,2015-02-12,2015,1,2,February,12,5,Thursday,2015-02-08,2015-02-14,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4221,603,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150223,2015-02-23,2015,1,2,February,23,2,Monday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4210,601,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150218,2015-02-18,2015,1,2,February,18,4,Wednesday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4215,602,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150216,2015-02-16,2015,1,2,February,16,2,Monday,2015-02-15,2015-02-21,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4217,602,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150227,2015-02-27,2015,1,2,February,27,6,Friday,2015-02-22,2015-02-28,2015-02-01,2015-02-28,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4206,601,139,11,false,false,true,false,false,false,false,false,false,false,false,true
20150323,2015-03-23,2015,1,3,March,23,2,Monday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4182,597,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150319,2015-03-19,2015,1,3,March,19,5,Thursday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4186,598,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150315,2015-03-15,2015,1,3,March,15,1,Sunday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4190,598,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150317,2015-03-17,2015,1,3,March,17,3,Tuesday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4188,598,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150311,2015-03-11,2015,1,3,March,11,4,Wednesday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4194,599,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150308,2015-03-08,2015,1,3,March,8,1,Sunday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4197,599,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150318,2015-03-18,2015,1,3,March,18,4,Wednesday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4187,598,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150321,2015-03-21,2015,1,3,March,21,7,Saturday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4184,598,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150324,2015-03-24,2015,1,3,March,24,3,Tuesday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4181,597,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150329,2015-03-29,2015,1,3,March,29,1,Sunday,2015-03-29,2015-04-04,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4176,596,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150305,2015-03-05,2015,1,3,March,5,5,Thursday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4200,600,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150330,2015-03-30,2015,1,3,March,30,2,Monday,2015-03-29,2015-04-04,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4175,596,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150314,2015-03-14,2015,1,3,March,14,7,Saturday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4191,599,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150331,2015-03-31,2015,1,3,March,31,3,Tuesday,2015-03-29,2015-04-04,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4174,596,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150302,2015-03-02,2015,1,3,March,2,2,Monday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4203,600,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150303,2015-03-03,2015,1,3,March,3,3,Tuesday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4202,600,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150306,2015-03-06,2015,1,3,March,6,6,Friday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4199,600,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150313,2015-03-13,2015,1,3,March,13,6,Friday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4192,599,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150307,2015-03-07,2015,1,3,March,7,7,Saturday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4198,600,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150310,2015-03-10,2015,1,3,March,10,3,Tuesday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4195,599,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150326,2015-03-26,2015,1,3,March,26,5,Thursday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4179,597,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150322,2015-03-22,2015,1,3,March,22,1,Sunday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4183,597,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150328,2015-03-28,2015,1,3,March,28,7,Saturday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4177,597,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150309,2015-03-09,2015,1,3,March,9,2,Monday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4196,599,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150301,2015-03-01,2015,1,3,March,1,1,Sunday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4204,600,138,11,false,false,true,false,false,false,false,false,false,false,true,false
20150327,2015-03-27,2015,1,3,March,27,6,Friday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4178,597,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150320,2015-03-20,2015,1,3,March,20,6,Friday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4185,598,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150325,2015-03-25,2015,1,3,March,25,4,Wednesday,2015-03-22,2015-03-28,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4180,597,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150304,2015-03-04,2015,1,3,March,4,4,Wednesday,2015-03-01,2015-03-07,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4201,600,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150316,2015-03-16,2015,1,3,March,16,2,Monday,2015-03-15,2015-03-21,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4189,598,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150312,2015-03-12,2015,1,3,March,12,5,Thursday,2015-03-08,2015-03-14,2015-03-01,2015-03-31,2015-01-01,2015-03-31,2015-01-01,2015-12-31,4193,599,138,11,false,false,true,false,false,false,false,false,false,false,false,true
20150408,2015-04-08,2015,2,4,April,8,4,Wednesday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4166,595,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150404,2015-04-04,2015,2,4,April,4,7,Saturday,2015-03-29,2015-04-04,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4170,596,137,11,false,false,true,false,false,false,false,false,false,false,true,false
20150430,2015-04-30,2015,2,4,April,30,5,Thursday,2015-04-26,2015-05-02,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4144,592,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150406,2015-04-06,2015,2,4,April,6,2,Monday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4168,595,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150419,2015-04-19,2015,2,4,April,19,1,Sunday,2015-04-19,2015-04-25,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4155,593,137,11,false,false,true,false,false,false,false,false,false,false,true,false
20150416,2015-04-16,2015,2,4,April,16,5,Thursday,2015-04-12,2015-04-18,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4158,594,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150422,2015-04-22,2015,2,4,April,22,4,Wednesday,2015-04-19,2015-04-25,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4152,593,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150410,2015-04-10,2015,2,4,April,10,6,Friday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4164,595,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150429,2015-04-29,2015,2,4,April,29,4,Wednesday,2015-04-26,2015-05-02,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4145,592,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150428,2015-04-28,2015,2,4,April,28,3,Tuesday,2015-04-26,2015-05-02,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4146,592,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150417,2015-04-17,2015,2,4,April,17,6,Friday,2015-04-12,2015-04-18,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4157,594,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150405,2015-04-05,2015,2,4,April,5,1,Sunday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4169,595,137,11,false,false,true,false,false,false,false,false,false,false,true,false
20150411,2015-04-11,2015,2,4,April,11,7,Saturday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4163,595,137,11,false,false,true,false,false,false,false,false,false,false,true,false
20150424,2015-04-24,2015,2,4,April,24,6,Friday,2015-04-19,2015-04-25,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4150,593,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150413,2015-04-13,2015,2,4,April,13,2,Monday,2015-04-12,2015-04-18,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4161,594,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150420,2015-04-20,2015,2,4,April,20,2,Monday,2015-04-19,2015-04-25,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4154,593,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150409,2015-04-09,2015,2,4,April,9,5,Thursday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4165,595,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150421,2015-04-21,2015,2,4,April,21,3,Tuesday,2015-04-19,2015-04-25,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4153,593,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150427,2015-04-27,2015,2,4,April,27,2,Monday,2015-04-26,2015-05-02,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4147,592,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150401,2015-04-01,2015,2,4,April,1,4,Wednesday,2015-03-29,2015-04-04,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4173,596,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150407,2015-04-07,2015,2,4,April,7,3,Tuesday,2015-04-05,2015-04-11,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4167,595,137,11,false,false,true,false,false,false,false,false,false,false,false,true
20150418,2015-04-18,2015,2,4,April,18,7,Saturday,2015-04-12,2015-04-18,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4156,594,137,11,false,false,true,false,false,false,false,false,false,false,true,false
20150426,2015-04-26,2015,2,4,April,26,1,Sunday,2015-04-26,2015-05-02,2015-04-01,2015-04-30,2015-04-01,2015-06-30,2015-01-01,2015-12-31,4148,592,137,11,false,false,true,false,false,false,false,false,false,false,true,false
